pid,score_plain,score_enc
66,2,416044599484903316083833587450953341041308734648814043698996762832096415527151704013537545243307655157613312505733040281806285910778518770104221173037585636590723189881407810954267331720964546294863624095690625504712218008339103530787539510854840144773742899670985286660856540064391209861214000583052492277844805036332472537420236761696055006506436220326089082919185911758753711342443993337372184337977245044009733084744592804368575631686368910326606152642149005552325605575373470547901514806875320086646602661326525779218360665007326044474645220423658164567689169899194421992943208949346571813506641055779712127414706145456709067818277880656116004006575597977783875518158109245223083365440855672262713464221246619143089375967917358844988622499016994768074877172321602374447461178860762673488231487065997278627066698366068558214681854273158995294258052075574976489787098552089994010793401102274081134145020474023872149019271677772159667265996876634969086213037557998919900937299809154263965397779649687272863078347101388009861682078742964972998219718878450054422954608788552802034796600254081675781855508384266837710956905956616337194718069661573775267873924700694766121069328493189088625565588516320663190806773361323548878287424875
67,1,150080660095143831708719537041518408025741028258683176193772898560756102510880345777302887708325198536713140660235105812516390108924156182579229267126863717486359156890463319983710971548465786268112214144908651678419133873589358304443717110865885585440457320886988924296166777240458731803990855716558582088650490281687590012304733526137723379864444503569339257082620648325961928332726722799405682028270498331651960419105162312096438895993953166883954792789519753996242017412133231165457610641850900473297537880012424276418753838728176115309386408003907417817054675520822075241511464253130697891399870064324437148677407375792903899018031123370101480375705567073787600495160045734803251740467524458534345576558515125195291263536184413705636207186781076550445519422667744681044328232514219498164262085530382105523165509843901741469548292796357315284994816586489610898369646724018619533889115102028942785705743748028358294667458889573586459489051528164654581166495498369441723251632794458176317075841408420930944470708428589198182188074503499399810667057327977429992498353981109877412349566416076234856945598315103978928559063321137234157936395865351050151112007515170920668921243578061686491858323244363010175591871045864366424813949115
68,4,92350268996300344719907327969178392667291290005944165764285049121078421132923377932862286686353566361435188820500086568629905799400545233892212390740871691391227737064673437189921726658528308063451139588982436904316536197318846061209658130300245811182671679905942853069903419754754290608292779902703148167904957241434715985016866382970774752018660607169365378526838156841668742487018021398568796464037523089437313398448825144699841383043948683761093210950360384154065162647779502476293072402420820269605514032787017545708263876231362699657306192022253476124334060146292196950394219025256899983609704460449387553366765949993572284038238745636367556038613084193348061576435144410999857739465354594414573200346338354811518488363084205294239117852457484255930137421693034391513961801822092618649153564628174109555766228305369546801526677142318006200364824298686116467197817292008585246589608272508608718819863781004742823775685816459393704326503889777383346750828068948659060480994990594933470629008051741028712084506546376521346783456424770978640745199744505139766528565662763431076465196909339939463251411591203058087265160863624536232709267111773967625390751483099479578170077189650426919854656634764502301586867564876441764486215564
69,4,25921070797372341867134581130017103091012472048614728501310177405405490675358418102551516794606309786440782167333300160922061168425256589117089368626625482661250501970867934775628218837124736439384750948621616866919612939568423276565149947112281830455437420751320422237576949999333848824568758622638454149312645746114318964202514277914172604696602850995433490273680907996975007248315610966755392816147056217430534319288178591910108010657605949618756658821433401932629915589689952987986414576784199786204070960603373546373887729126349695049923259664034602548530716687052225607912077283889167551804649532293174859635990353949639774245677475586499811350111223237580913436820790908094727398208975611812994881004630745530622745611212541440775711968888176347903593594640782927923078355710837629283971236525987198677052258985661008314250842249296977769900867187654079606464319618998794572627867872903254123558737075662094669131856651883269354960010809007841396612977662533169200713443271111533437851230503485904529971168510621875898863700573081592356526451958333767369682620259695727223016852041151908263103763588650148132450757095018070304026412517142839428711688809080047168602937308884509258175277463815735086095309425808413582457317319
70,1,250717404115483265667809455004630315613844235938932831462113897398996958124737753937194309003919079388342754628906125326588861521428638711319438503566401238878521400844356044584922675233212141561931124201845062890911556888225657468059521244677865929550506342936397032114504398898524030983767475928039261365365988188792462472114605745461058096655329831901495950297365197442141956481708758840097372565107051316281208068336758125293005859356353779070403372701732958913854549735506410095893684299144885409388675998314487931280544036500945933875007233764971332782583136320305393239583543688864065786770002989220677995051856912663236784071075850354390951155210118089069818437614406508200960622923420854962219374076778378888243283179014446537658579159330696333414282020889002127356602249929826528314374115196243572578461420010194891269907086521697411552600021410560289991421378111675314138318232498489064759728192736985390904972593181983797508167054442529555930412668305558813488976635954786194054992918775671689589767627465097917358647168665689389112775574494207288824379234355622225568755910064622231906357171330512747297065614997522302327336069869144698394061672045263775768908670736618851378305046362842172951111093090138346871381194647
71,3,386585952615467859944491592116641570532961448022973051821362730165387532020133327322331666708397587085444944748002122074653791867539197239824881765548768604471300363018372788289381429749775409804785289688697808553296489939077730580570040861587527734944664296253918493821187175137552146749146476581442793122386605027517938710812473515086534769419854950694504323811934324674189480095859921171286513833674518778390729165849056951381884611247321313597786898850450585907247647059243240773168888346017487582036740606473641999631953782075324512303286903450251307328846969575470531459855558677619950944078070194272693993161971851010968070652217915671318099941432927155345289326001446122855921737942942891851010267618844482552230231669677892230947478542929970083007690978775738131989970777473398569875929479456651640578120664038839984204488163472326440927478109077483421560437510723705757640060083718900519719140678174611873146664294887822133192176930915358781267835467601776848863272118001845268382763308190278993446677217644348118994409470832381037014222038937940650035973332176658134921838412563739102319905824615614678664162305407035980388938594357052730088308647791609245454787914484704521097305502535294907790494040867061641957681487231
72,3,388825549173358802920833071918465953013655998061853269688883027713277995101421148138384025305150676807777638317633119429179359223772588377268382860501453480127223432038433349984925301365641236678048641171149315550044166843427795873738628704360282579762354937459823439764994468936928704685154596868577152236739366716889375385946503023186101902302223733504478468084270039877794188596253222185801097912983249628791041804977567343039376770595267019746116927531705978816708582520986709485201993079890409762249195497402665627520082616754140166221475155400662815558588307445742296330281362953931192359674735201709916825248457457566015185687716398823629353313996649763141233260580801486350432152485969390412072442686786077149018431685516847005426456892390307974835095152921466768335766194805353364441652029794595182239947771619990144752682741076601320620000698003517200259353236084987006116796073176681283712265940815482702875466193683666453423268608691243868395469816177329620367459054906374628779991941450190107481082380746598352897246570655581360192111346250071810767098447819323339866818785043157994837868282303505539222583287003982330306326166705943416131270155362484302723722292191382212410353629354370257044799883982643630909406845316
73,2,29943989939849513169934760692974951173589220076147214990155399257609649287184873094077098042912827915901177889984826460369424116601419223369169854159875894971952215245561768816487306177450599938672026859563392213407292992385432957009887784365023290043125693896898374340688824536685862622883299674256955446556949961416663503214960981023566419101746962589261178235429852370392592901183792565194129204618059081237381963611146206357265799115780764471234137817629729814489215736755704200152067151837141444109941975783828552958140457031334587216386826323320089349616549714109026780769802817229930095579191721940299130475731119635826422966066477492336410999708642221479105567650699672738381363968350371082015708436448314729782737437404800985839733129873924949095921401498821800070452386309214169951003539439130421823242643071124331550994376910512785710411949929099069784176663952880795869350571682660864637646829740545739910847519461816368702752063007371667755906736901722945847135707564000081674420994471343969607456819415105490486184560011431371453062317838850350617189765619658923203749666508248023610484451328590275646476534174433358679452338250589007306773363783167356343686821961421776577027038730359445128633205345902078752823607213
74,4,369282873934897910582697898845671296988577214720161643971498420909820297011286792552662287862919695329289379989365822193835206822533503073598374284372645194192398826399809844415984270472814902021022824391485775908203450805435266788648144497503795324614318451071457411758583983799808284031031937894621292392486699841835356242622065742630715978133259709323508441548305678242518280950565288973268798037816215836372501211401467720397524052899596481005252395768978105844745848747162938892080840143528422042033719777523124086524478194900077070711917409686427770305669812611957474912014377412460209443744463080796908488595218173349349232890466129867636126744009882660101120273942133318699401899254497042139954052591678313816774157742190476546332452966968240709456423324104328372553153042824475420542340234087884076187238465979678474975472239680673298273037406154236365003876676170098910615270017565207468840876091321381312296816645779585385985615885660115715215780243661068997105216461253494477508080101186814767289906386158909165811366451919429303024523659422821434617890188788278419665479585287680030510078816676638008265101777831541515752104093934062396668792708099487764141450295107364738443208774129473403495544850089104738126258308093
75,5,211191858893201207430949639608713667179418852611213386849509351736395410180039100761270732649910993520962674568329437113467779096587990000101482309952438540853209419218849420551083835707369352275390271948973725311250369548559787469636211637510751205644604512141415529635042666430369640490148831778677728172789185334023834631326632997206407178677117819037800177577471658457125706098065318567928356877802882072699767206902031235775618984883143730682922989748203513671679171393599876904846324682372648053473816872572094389873163031351267261825154329578727059169475402061608966417247974359786788553652045040997691228255661885792583281104176962641920770517006919914161292160504775413428133187273406914177410284312671638571636155842000498324700591926838212656773870306402833235649354650794809115654940725058556813233435599402979584797666290356394722694992385868622743111066727554141639148668359884802131042488528966291739200132788958774228183921909737188089909993895614299897972893466124596923830522636253956431760080417807457444093221269044479421075067194841867681498313963746458852541387616056146135432228596834543024393577481428520432655126900707959328574615930547200369393002965988745069770341061284347366964099093861964603727722537580
76,2,183856704753763020125718117758464611322598604913250373643561844238604369489213534420460004668195184841832180199383823698079027513257001728860200240578823207521563694702669721724375924923263774978337095279216069872771026488123660836251839673020877604180478866830740830918406318483029140187816548864461291650727510114176214217912919338285951483798743122642960747087794197082821640908261554790446557143772175669082361850362207164750453980687249655948733690327198029846998616724275883317322775975069892306621370403151166850005317781909445075012909477768307514719016255156068018001668964480203534451480242327006766897498461429205832511965161796973708021321325852203131319465266273685928595236916413555971470239988199568002999652823759494524795754848623518182120935481924257267882611727685078782032745711489635197355864482748066635243927072363015431278689650475971668237794841487127349382071383548896785028427809384134359773523548441314151589094856249862852005558924782049009494538427835103864531327114762137791486254160656054824544162309478551237782313400899795338867512382216110587860303514259720301988476625555640933223781029327913003953370407231799493507589186578729142258649646061422016261138015800226385899617194760724499487427287893
77,5,232364693070608763763707419400842116714181004045066489370300986077915717005445055734199655034987016477581032872506156574973569969768943585222051380340862385048111980908161478823928444941392315960972774602971885185715743026000007575596143253314376217911218510920667439920448596635116402398566171024374861387557144406528333487949832831860261620558701072473256994527116590597474667509874330252842809405507793135868755316143217396684888034382813523190588714905985937116899824599254671001995988900746969540246209924302369115779668274239921933568957700692157329644531718487208674469354883872171113323141244548626725841901603801452232786326060232620678636452313879698988291067048925457020472482833412746756072161562252992575992741024776290583950783673780599894928080312788833842382426496924854765325294328845819700521159050777794648021019249228930705053806817152580457586020810639554708619088874714506441763294988538754553581331556125612187673083341660737470178885931374169971910706666516134509495495809784072106822885789549399485849051308766719747151700795751858050033303967476760533993348390404764056031228422033863505231402742415324490155475102716442392899541988524526497747315449664198188750143225463291523303449379474819752430786163828
78,4,97302818436814745650012843807770124814828630729964130078925149524807947688426304491774772205160349226026145759495096106648576265104303540927061530965209067602810311788697700909598243500792585822243456556537701892911306144690448882568569710314651137645540972246244637056051399790582567774580458178091370279635081823843180683674978461986888960559770717656902015385044404170380041944337526549747082369196009244402782670702355513634425880173248519681000889029402101933832426382136186421255784710930683797092862165722969880309420091181405440213789100948347281048247147377215274704242143633148180837872499747505319685338872204610964304362346566273361489768389663982182007260604254364797854700095785199770855486157728742778865915340072816558826585993619663778383191802185171050143256261302553354417327399847634435318956164550519186184463088468978447035705643820654019614636066082669081696950120250683625277936128240634335222085442372026929793249232877808684332872238704195248196512613791936160138145466402834965539558178730709943585072455836396690107357276051062719750130219093270033298440719039761902960975192453419821180945377254557508575708257142147122496747253315552005291949517127064102459400905202310612171045069754292666791082950945
79,1,448318678032291102803079908827849855722370726157676512532953312845175712377858660362271049059300729764913676362025603064350452147596660918789640711742490023212130280916414911355896432066703777336124723418115835973535798349630110071653385306216764442828124167525886727914206334614324188606473149975088014399814211340180589086961631971318321727232637433845043713078446957493913462704739524324661977173931570716397844637769428874867115012605614980004632835765444153885764259960627590718196369340515370046657950730990663588375553829120525557452541260299938762494293457461278559914603856449063847563278844796746866226961331904571395659795796747653228375318053894027114805445918130830335424340035064099528379217478439586067949622146046022631696065997240159026221558321994288689381126252459980200365406538315207324047632898364869866121208231467209568214962569184483997156652806513107098511877615035681226363285115023943421995632779868427474719622675634186480884103261739283968662836110754596606986062464070835176152601962689507867564338984142982804169948162683720537006940201723465440950346182864621712241879210896916630540630665800933796266312626258965895555552813357486655559327691119086056050641077753478088123075572328959325779275696832
80,3,209363735545925439893534167071977332808377728691285845571379301301788953943320425378467947479527916000140171548959415749205309425354256040924077097477011713023856546717537483127985477847658810228015564842191309047325475405280547782773005270900240786697627514386842781466470086959441135028835856071598364687883767591476495935305645175444595205369487364946390049656349425764085007073537441910120004816134455099924594903108841635915833743785623757137430471528746006142879475173431002607170827407248164120306652530740534015525086300153236342646264333433423285160227927396256070203659269774645706428417371799921104935601282183056348854543477872017502361230265436673462195995352619262920861299297590494600665987222974018024647386242902595760288683342985755542404429694435308550947248693603420653519352921284691699527478350800803119284480291306563654842561771645216474030445006093047622559827787601959591957805757764543666727974035229314686137708943879020728109864917653174030694504787671032245113898473760546193079375133200186031796588182636085872063850329874110345063315135712115459700620836261984327288167538883261698667520584036046078240426071741658473164403856844900085079649055700395559551138330820203386028729089237165906455017095353
81,1,608364887185717111288943653860004083523834182491612271123851362263992012718973492614630262491511209500910303750231544020187550945162413657787409145324995993272453656474368546591779205642382539301858025220907510405074745194083444292821143297771913597424541896722017295839287890831291352603485660272470191030971830839063297043171510761038450641288151950853466596089330677926991308309601470727028801641131911210793108804625019198343322286817107258463570655625061721740070916595021198849251883220319845288702237369830993513538538772090545057005603061920838762973154329718699285846862409475038528019716795353228090752595075829761733291342081036306859147041366255804969704838953281663598525159504980322685954248444090167088931180745465536417685327016163523043967080327322243747323130157870652434071514461076666658222472194117739723396337606403577103131839012127524157709843353727699103338102850904185912142859060619697064308641756056045823306016741127279173398023612244299330050981255337151578602516699335594701547131870997786111068005384085422799067069535633633822032881952709579928237695831638061095300760292254119623152183384716500347752909293628103550168342338169827600465482653238540043954139364446630782068024242563509124581430966183
82,2,398626494357442446979944170154861530989227011475354142433396159458748757005073218365533079818110410253754619164171078335422928454160230394173623670170304552209452023321643609938236701267750585028849274002528413146789028181923474805060099924320946603557652409227707157835149044406802896529336754074140421631063701551185174339991944526213530980296928775030667311797172454043079665227430167318228341873280204081479546285110238680999156217948472980097832347552693511231486745410468198808349727864300636251322685258496713466726610581204935141629939820378934423190016042881928680374048462758473647354541709190242332120996013647992732074325547642301568164705055615422747825879675457942025058322924892922002210815995653169412001481021406014859118284646245539824509743893220620743705468186408407566812132644831610776047109473700286982018206648056863142623598968497832152337016425984328829581319145195941406375010241861492861120361481418373994059479111640942396807289940454527607635924117496564272300485198162537937651551426028412393349868329095238484634500753051217044057563476730147516882839153820039244184527213152277119994648723494857776264998074314829491795829458464919774412178726733998438619545089077292087183016626615519134918377518116
83,5,577124757960070248028859130357947872182832617603991434974220859887107773483885957856895512777832189183521466870235382370012362717315761493425179790737470967655874554224621102072776262294095053087485371501786238200204880299158229218105606098854169208029484664286966469632444479069011398474707310051054628151116034205131100041119358389203289374151014733879598827821920342656552456656524335541233887456946975364054636683082756138156373082284353370914011407881223681901917805572737015405827258057403390139988091792691540688721876484139067495784455485183948079706978688684466134741124201417463722922187733716092047909147483364043208987808216488500259177287484055745491268779253327569953766485946928205051081090481195755317606293667418939875199508497493179505161879543824175154354379336929516058069004438932018597933945537729439474418465596667524098896113475237795815354486060999109151529926078486194507431528625496341304044792409285833514788802043041686078104282012860704815183730924291005513031993398271128332271236740436485760171807934956909658764474129243790896525807314164816756859925548670285521509462293888405622687240595200094889511134181839730999276667179329529574430628520833282748339865453195618029266583984444319382206471591812
84,1,555763201415016893247385195674235299257987395930002536324865214614104620239766489831121703109079389624577011715582610168258877651770604842186288787440706234144337575919595654557900874252582367793530915699652480542654113092494715847141110646071232537069103050229391608178405281232628453603998074860639708023608782573749075945774637283789267070449163709736458500146833675689295521948095701081714517817477973226977392056685984966079653513315485636718036202318253247904786339305508258873930554019626755147968641406111569034181148680958180457921905852734362127598659295556729339106606456001304621189233001098224537494376654503398886126465434462057673967703434268767979773898743278277912885930687137858661169452477758192104890864284805975722760449165513405956262122711239680511934564759578583285334225334878662299718593216090633012001474877717952515873940333781384667156755186528405334694334319758012823468549322941369560568562515304569847397663976543568876297299440428902811031573814712254803571197294935187712333420645828481686397009997387584821893035733960821922244006433743811763496295975511432734763225127763448640481683382658173348749588278652456077708899974562206467208226560897186237528201736015695275373551005366994643378207270713
85,1,414682493452332843091776449365036552206085106733291603305678043655346080003738237909079797210346123491975198200206531500363891838489164390814012239572768044842075532076950447011286982049390755230199359385899800073171923189174326880880576637963004903485211667901925800442794171780990274682455137826976113669366667437633234164562081672373296011231257355258285713800436389065338397195338562797340235489037582818159375060948976152361812533715071079508390657101817351856462354481052074387698262375750200144958309651494646464909579131528195506279458637032277818249838150618788849274226273863699379088594448680900828596194926156803697734003007843532776271189176343742407274126678570606609969420984388657777565553075173564581479134053803812809207538314806389761096244419455449201728938779071626841114064428047927092187231576973374126870694342952562824984436669738879382188506977651993038968901888177882593336194591723820804048015409820188469525699796730316778163178189346731688643876724204043230855137886619304115587494438992194255309523757526202506658200807197026443036246254838562778420753714091578811519518301573144442980174356365353374547261501192345082635061383002678273536217644758286318955215249521807045136694661643268860065014205222
86,3,481611485737222891251667549512262202566241641808621219028822128987040633050988310252515160301916312447072020855392463265676167136538194935331185025543892892999432958431613792789948943346785269622481321981965953080069366823128091083275739049143138210057145563946752113672068826230407178812713724520383552000376703423912591778870614905359506062482813740776592374577045659006216946732185994955052597543193608441004480555982863723120402070827465116046441409293930133435118046723353733796866484590899976384721438294358583827139488432616088705018261475557498234139232060738001499558523703715254832080275474409248275108748481533380351480885065103929623216488276513826528130082060888279292276705241894006637012614320252579804902950498478676994920785778311439248876797632758326381431979907114521293782125237672129711149508612841703229363948064634636571241174415845073353349750811242925960850915287824466564346021289085196662829630825803587266716856774434760082570158868397117654143693154082633350044160979655987649928374731039470304889522699714518590418621154916374988190887420765629670547268505017985728062111721424738364796426545882587178853502592337943961806337213131595573892924258933231391226097584149927421927693736800042225770651776863
87,1,496157151136696401295186899995477239355385898604558212763687715689992322418979152337228193472011281084126886387663782483020979346770385668076773004702020566717921394755008056116960850654531440902313961837255876392605938545704083109947613485937291349257663787087235882065488087918242221794670296238412483249379141264453329074008057072100026032609662401122358648577021043047222911003827077003441000224679299044225700608185861281950878593580422611363248499961424784727622601710334707150591471150240167952549371862025119172794495103655497829915208656532695910081301803518118557935599687195068126566895680278602690199366460865879167564143895350011971960648261266821355703447286725351006044328453717735385998477323195782136945489197618256474063320857275924997830550863615370203600784515165801973104953651486155585860325448434481685052984384414522342426233779651336816533037248683521403088280689606358137682155570361248570732061533659450557040524460979188515299177508990574671881562757512852016026692273668527564619061400659612900899400406682257494846386034089751995430692275260344024471909625719700402254938069697626813679728732319209582973666651694430498020534892934424331161819300441920626980530384460755319967368723333787223642293435143
88,1,492583812289491738946004512291159031999196362929613692273406953939346065752203314104048468864508423645730582983492447482871078300404476816596589788177530824505937957908562326247375325263848701524505845416268059543090737554809569122880431059417436086453368027478414233098132624580707624297702328572191786243657731129334316144584015366776795679281745297626693464225263351559435530007318533745773783189430124769352588600536498815811924903660050153402240713754127935219113986170766035930510283954770919271629981820134432582548613084832327517758385170921510627799343434464779802612769800759435493375414757871514329612373230558424226101858140895068245221049055579662718572097975935750671976509007744980637945981507332914188171050180698285946640527239034567855856296893349755333659407086782859800830310266785984961606095910733762730035687962164625157591561989013647930747391088616667529786287239707981725189210829450611884072274143185612695670771454703256245716780308447720117401518276416511980274864848182038565719495776393481729043247688227560290581123976929396185095516849867035336214416243305131508483988560168884589408118663806409386992649303094209586542465068159349496532141337017278691041806895463018618799299917323003066725840784692
89,5,298377812366482586347941543702368931772711594384557070512080189557931538240111282699685534625207030142046391276188942645972306604455329984987731658966174891207780730686676762956206212018510628247262790328354091507549744158576885659286182744634397797530977957179885923346571479604735382785056729503733788372788919836665561159348241241277269814352261103960580190651840555218385953614833197712703300278579097441634483059089577871556166450453781727796193313041271651500192082091963973484983210510923046327311219699045581655538141444644924347197624032275035968584327522023077269397516403024484010520223254234256347269951707885860865161692383432792238207879864069692204842661116205528823633203172078591242175908196720633762022577318600331020791632708078666129327767979275462046226850547989813192557825523005523064089602359920607900965623191435610318310912055518307585007815327478320018250533784213581103400350117625401721057322888246531393264124613927615697164724624720742766635500856652170726216607287152520612479359295106543990055222054540390311913198642083444164493079902546063342276080521163376185398474328941296021090614509065346920160219669383939649885792411620402866699498688354079194850447294893185745029522067211817111386584846445
90,3,86587803386772502622253522364694850653085715816042434285432125857494255851364943216304743569710295028609718610297854975436317079013471931040049237230002347816575056893241816845308614327507367687051370595302692975746911229432105593926840800431825635517029628610317567673013353075580759581866039840385248506816237554399035005296514285588948154401944166319002455164537137668106681581693784233916285847631490418511967148742872798850355957831591881957105033012619213874442164193995573042461313833135088752414228504134822202972644944994865681890188131448936760221320158834292111158730074726491973353525539034160087576398881146133068996533374178135100175820113044140392661340632988893678978900874272467595196841483173726528565997804271961287519164155685784693430231750786592604277403963185482883974483031902947227346614492362083180678409559325311074009400416550959965325063567136222595790924650646769482195689609223913516142119469878995633441656648633100578294985503604109712549961986782187430647472289227711405851183795677215190388937817395855083280463868948380705607738784610395931961116529408827634939578436750458496417094812420938484688096705539593705924525887710757070768635338749520815719440273476357489233934593696667192661968281169
91,2,253708346596768480901333799202805462045029184980207511177571089555790850588161688941663128909049762997061702131885770820851884463105382606821657330500685313102147975449562926252120801117292602399763415525657962786261488486303071184442516236609797786347157125802535167938762202041112736648068491391104769808218455480182305275086373914621325180603509308699775248723760677889502265019578629239326933496025331879004085632597617104768415173662370284084807501299058721937173576149821856632395553458050688288848381736104162548572830826650326093846922597842513445020829873481875248922794913647337594579916035983301245379627423073416262771451773103838936001007484986575912209736404541647062545489292289479542460555515489436029038812166716386470349893586313851683033458465660861287991583978812471804618726241906929794951342589920185800851452613223691583851014593265379453384681107145754335452806384572179130865783379846769786474764103883705155537042524370508286741326432304644107953498446750600825321212880636129009481252460445878155166912954813870841223556168973975297529029582601853733462057222459857335260489247097976447234420128714506620888970446807631397671308065802428023720072337435950739551628266724872729373552827613085463106108630392
92,5,48285785533424419574021718443565446134667895380186449119283443458995450021547771458549091041097465819888296523327829716245102000773345383443652399845111297755083107706388337857694291127194863564900106102451633999224215524166896769829052953880306125019311131811412220996950776659847383320264806565571107310360046988702554336343125709444232246337935211022140224840675910387641838388739298154984010024592918376327705616486870978180836453013887931028638372156141226395120087241185289626598690670711559211852683540554155647132747275445909529445124505238816985953837898185183416144617555730457146252796353942119938774739735920249052610208166455980948283875263509666994500689202595976405762021769614417886333761457386174984014203149482208291402256833638584068795463492396730906265261382405492736505222324707534763501856727840293910887620446101080593747650960522064752377574088092213023743615717524976443188641290276254432406231933636939515817750936995550490701273382320683157041540258395426158952251077269298937225328234059298480935454166373321071837424923887932776193978504991793115514585208650512361971562541808375195288574460786295306105745068296618113449909556592179370640569486001740046766173295211815245289290370471678156264654782255
93,3,104114739443201820272613119401311444950832112482568426481052602868164709636047264107152432352580160736687552845476013556040882760107758046793897136876749496813627182915938201579518636394965262065121784933802593950218263947001540193734894296691705181130531198592418789043360839175108600519576135591777607992067089025013163309941943891856944611447413486514330564436305372688823599265944032811475898796670600202422187159955453589145662326443896514422489798805009499326722905692858949419066070039557165108608162366584875147410278022443298453787162613233149176984328213077426152487596024526174510795110285443895575117121907187104876417852379122862194424330443114092520854402931031475820481775314973055496878302841814154854714790663581245732151657059684823814630747621098115232569795930124746885468296323724808947624604055035658571583955236065347827976964996170852625256694739316526886204115835979118532811341768898739286083799582573487220371817796655513758754527295636622285458539419005965221720203327173833836899726200098055302451222699899948819803379536747393168219145632960327499775893447003912140834486485478872680147621809539231705312764166570292298619998853327385165954515112211744927706102493038757616763969169967203955406393841823
94,4,440502118913368951615076110900688507798873991831586756280401814854863671498870384737493869720100306836577970726737505988190357783751765734874514415841805371219943540856638766709216027392579321991893555282191957808080419015566729045717851827309128702413883394104068673980240710848541678880638163457818524789541199176787546414998110421698857611665973432833831475562327314178869042447736723589869292342715765399668767846852399889649758887264800221272890694860268995001573633399361484304100082531011042833196098522878203715040313201131463672454047994730121737625514374231158033080855681608349263150533338784694226041351612803116993222488604908792545548864145099190356503214080850881687511900202005737061501414749658152710839900800202983108861017276162461561976147839660320724044391933292400694272292183379407379792329192214147905821042709776743533308293176262089054066779702489472309835767154059312540113960781841496356739486346923424976842840523383470598943452074120833707699375588305846192727262411931093359387100426942143391546056015909457006123920339121129764054847387337510752658762498755323934443103525629440949223665845964710373126268107313811641130570812507933332942349943973660552187471096279854996235336457603956342589364163024
95,5,70586330607422345822328905438931633165348085263880317902438932725112951429662980354554930925097745618314277447011510048834717394432106715444138973942296984767638170523322291282921476444099274611314235773071356630659047620134830919429005090144370298434099081859714403973419638443817963104744670099334942798884116832120679081740013367595144721397945455759391976392530413896209967162877231021416893315946029900846005748622009807811580583843423894617428323603454645763659160223466937454876467921900531448145020659718947627070989742950106752964249586144160865968235618110943329383308451616294974921951851376538158918343692389060820957856863310529309979252860028557462123261540227063137374680826567150199749998962554684211148842242757759006897045258326379476195456788957986887637652624576088755548138044563070690793276467958814371192957146700323236734819804398604942834232619761958592805066541079265428698811674353944534033864539878963233831261132406092320032258128171638782814132364630227287685659718520412065761654924625804729820406459979586746031522782662729398518611866907201907356128718139625027268569654064872948188936627509834521973922673486536072698902440398236070125165606156876840363697207553463669036265719535539982668642387282
96,4,199603034701945630194629854356258903172114617161152236501020397417931196226023420249797732901095252786942608606394034291566847638657461155642108743171443199390946440995885443136022372853467219741628810896630234903987440539845249003190712460605478565887866649596922159228125784257432494074613420059602750698468014262522042925305387067868124096019600319474777752005491769585904330578045135732900436164392600368188032164962344498188956489595549565016820524661651505500555462507203430939946969450834312374396353175003830495159368009586599653796395272444959883840806689532634133758922951486531116716410840284376959171359243071608772035171830158859512738928663484943392923880521917730133590136690208353541185480131606157989517897136007929491123676195724169978232259838440892869778136770465358406726060606186723629779287846829599513486146918364192896944960542066761794224029079218841924000802203317933220529574071409548077751313543792620607778482110481088820691542022856504760281221954911290036896691415841898622850098840523462600779887372516556345517573503940036842197931790816858862387722805399024784110907759233890827558005947488690203302297919217886760145869569330320817948298902686706156708679706876710180839615754167855164984435842101
97,5,317057489375614983858766611968848313966360403541059518465698303108227803439565398329123349327620196157561753371536458377136229616021212823619236089033506226792554112662444020205640531142289062235412835024467784808690649356602029764370185489796091676480318123542533313505267776320626542524604005786838267216732240519756749110275706468606692156429938171985409553682191328238028203393705921645592429114526976155460929124450404887214847092140637770622156386779186081796070520501587092829188761990912693019892695247973216676466574640084072427450812040984520506811717567434614795177950715050139352827214964714125332509027091329018241635875652792484777543806395538836332445402225645977619939637712399730293420630200877078629280868056327254075334943468520728126617105829089404717311470813454106652573644054597652162438854180858640303204124044166628060252865650183036211109061362555114928020821369485508501334715329550711717889948039357552223533204892327792920081336385784167235866108223708346717297007944331652906565645360330129257281103264862940847147490003273974876324391942848244150084304526749485260399069252777736216445450086652211758948071270853375860405611931752593583203966908832169662678018396583060634644389077721454408118338482307
98,2,402045573241066273486859994327945128836012970885646134350753157581447867488162957276597928735159258178831690753444845861028124447138368270503833116328787924476765042477833403078820419643978965464237453626157338868718674399178119944245763774672251660619325288513113618695959376766149494355524641881084291505480252975631925226771743400093493713135787856303881724437750599057322642555876972729594599771775706338755511940916487973106201677674065810408820588029891569071709701813792742926092629370412631533413954135871416361647631254463296065907483979285786771034656931981847577701246432889458778173618897331763474901322485248688177192592480987906415699164403368765685892978599639150044650377061695032814172565728753728743430670429421494928410283714305118127990656427632616374933906433257362141868721412559392726600363600259984630073422680630411876356865937144603466270739899338443347235279036014871203021132363675285665659162765454639131519687104804266565868248946658813655362925057892533651209143738677167953973017926568479014650469919497389318327789731318498714339367059260051805630411827851307469795052402269914814876750129378113878495061129997996982611818997476789368035640682021702959132667521133167577457452016255068243869123904255
